,age,sex,Agree,Disagree,Strongly agree,Strongly disagree
0,11,Female,0.545148189752009,0.0403525447161496,0.3534952043549641,0.0077767216797718
1,11,Male,0.5389023521026373,0.0412259444048467,0.3565502494654312,0.0078118317890235
