,age,sex,Agree,Disagree,Strongly agree,Strongly disagree
4,17,Female,0.5407097180942088,0.1729712690263892,0.1981896784652796,0.0625956948572458
5,17,Male,0.5381961126883599,0.176457741865036,0.1965494649486787,0.0625900851714348
