,age,sex,Agree,Disagree,Strongly agree,Strongly disagree
2,14,Female,0.5530743952171675,0.1173536049412044,0.2564437581660529,0.0214198044106584
3,14,Male,0.5599199014171288,0.1189540973505853,0.2472658656808379,0.0209103512014787
